what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317512687962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512691712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512694283
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317512698003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317512703136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512706127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512712978
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1317512715809
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1317512717076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512723381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512727813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317512729731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512734365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512738182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317512741273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512743908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512745232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317512747148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512750651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512752496
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317512753643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317512758377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513005212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513014249
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513184648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513185463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513187744
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317513187815
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1317513187816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513208436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513252375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513275631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513533310
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317513535238
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317513536196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317513564695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317513569366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513571692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513580704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317513583078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513588568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513596673
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317513605863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513609056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513611803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317513650042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317513657398
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317513683646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317513688657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317514176383
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317514242227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317514246741
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317514247189
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317514262770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317514288752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317514293802
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317514308156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317514313374
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317514325197
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317514326615
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317514328941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317514334229
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1317514338875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317514366635
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317514379371
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317514382204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317514384580
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317514400586
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1317514408450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317514410978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317514412138
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317514415908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1317514423958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317514424863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317514427601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317514511172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317514515454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515152737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515152864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515153958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515157973
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515218671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515222095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515284300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515335687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515337128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515340840
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1317515340860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515343134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515369602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515377509
error,log,,,"Unable to find view with id: com.adobe.flashbuilder.analytics.ui.SiteCatalystView, when creating perspective com.adobe.flexbuilder.debug.ui.perspectives.debug",1317515379299
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1317515379651
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1317515379800
activated,perspective,com.adobe.flexbuilder.debug.ui,4.0.1.277662,"com.adobe.flexbuilder.debug.ui.perspectives.debug",1317515379861
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1317515379911
executed,command,,,"com.adobe.flexbuilder.debug.ui.perspectives.debug",1317515379911
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1317515381239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515382652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515387316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515390659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515601416
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317515602298
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317515612055
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1317515627728
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1317515627914
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1317515628148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515632329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515637408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515639486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515723548
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317515727091
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317515731388
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317515750483
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317515750672
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317515750880
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317515751083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317515761051
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317515762674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317515772570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317515776167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515787976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515808089
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515816057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515820000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515820649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515858549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515866612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317515982239
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317515985202
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317515994505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516031148
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516044717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1317516052098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1317516054327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516072579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516078867
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516080619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516085461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516086599
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516102497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516108330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516116932
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516124873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516126528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516127372
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516153488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516169203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516184828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516185932
executed,command,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.as.editor.organize.imports",1317516203475
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516204760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516244747
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317516278159
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317516294353
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317516300571
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317516314667
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1317516314671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516335212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516343143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516391585
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516392842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516412709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516421004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516475561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516476222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317516582831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317516588103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516635000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516635831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516637559
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317516648460
activated,perspective,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.mxml.ui.perspectives.development",1317516733238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516799806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516822781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1317516833493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1317516834382
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1317516838637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516850664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317516852274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516852716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516913476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516927773
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516952574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516958947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317516964445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516968977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317516975377
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516980730
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1317516997963
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317516997989
executed,command,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.as.editor.organize.imports",1317516999563
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317517000948
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317517018528
