what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521601800
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521602046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521602260
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521602461
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521602683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521603044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521603541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521603883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521604138
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521604477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317521604811
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317521611055
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317521616971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317521643761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521659125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521660462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521661703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521698891
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521714825
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521730353
activated,view,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.packageexplorer",1317521730384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521732226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521853289
activated,editor,com.adobe.flexbuilder.as.editor,4.0.1.277662,"com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor",1317521855227
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317521875555
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317521875772
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317521875958
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1317521876149
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1317521878684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1317521882333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317521884487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521928397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521972818
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317521978658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317522256816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317522294578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317522295737
